X,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PosNum,cluster
188,163,Ron Harper,PG,36,LAL,80,78,2042,3.7,9.4,0.399,0.6,1.9,0.311,3.2,7.5,0.421,1.8,2.6,0.68,1.7,4.2,5.9,4.8,1.5,0.7,2.3,2.9,9.8,2000,1,4
190,165,Al Harrington,PF,19,IND,50,0,854,5.1,11.1,0.458,0.3,1.4,0.235,4.8,9.7,0.491,3.3,4.7,0.703,2,4.7,6.7,1.6,1.1,0.4,2.7,5.5,13.8,2000,4,1
191,166,Othella Harrington,PF,26,VAN,82,82,2677,5.6,11.2,0.506,0,0,0,5.6,11.1,0.507,3.2,4,0.792,2.6,4.9,7.6,1.3,0.5,0.8,2.9,3.9,14.5,2000,4,1
192,167,Lucious Harris,SG,29,NJN,77,11,1510,4.7,11,0.428,0.9,2.7,0.33,3.8,8.3,0.46,1.9,2.4,0.798,1.3,3.2,4.5,2.4,1.5,0.1,1,2.3,12.2,2000,2,3
194,169,Hersey Hawkins,SG,33,CHI,61,49,1622,3.5,8.3,0.424,1.2,3.1,0.39,2.3,5.2,0.444,2.4,2.6,0.899,0.7,3.2,3.9,3,1.6,0.3,2.2,3.2,10.7,2000,2,3
196,171,Alan Henderson,PF,27,ATL,82,82,2775,5.6,12.1,0.461,0,0.1,0.1,5.6,11.9,0.465,2.9,4.3,0.671,3.4,4,7.4,1,1.1,0.7,1.8,3,14,2000,4,1
197,172,Cedric Henderson,SF,24,CLE,61,7,1107,4.2,10.6,0.396,0,0.5,0.067,4.2,10.1,0.412,2.2,3.4,0.663,1.1,3.4,4.6,1.8,1.3,0.6,2.2,3.2,10.7,2000,3,3
201,174,Chris Herren,PG,24,DEN,45,1,597,2.7,7.5,0.363,1.4,4,0.358,1.3,3.4,0.368,1.6,2.4,0.675,0.7,2.4,3.1,6.7,0.9,0.1,2.5,4.5,8.5,2000,1,4
202,175,Grant Hill,SF,27,DET,74,74,2776,9,18.4,0.489,0.4,1.3,0.347,8.6,17.2,0.5,6.2,7.8,0.795,1.3,5.1,6.4,5,1.3,0.6,3.1,2.5,24.7,2000,3,1
203,176,Tyrone Hill,PF,31,PHI,68,65,2155,5.3,11,0.485,0,0,0,5.3,10.9,0.485,3,4.3,0.691,3.7,6.8,10.4,0.9,1.1,0.5,2.1,4.1,13.6,2000,4,1
204,177,Fred Hoiberg,SG,27,CHI,31,11,845,3.8,9.8,0.387,1.4,4,0.34,2.4,5.8,0.419,2.9,3.2,0.908,0.3,4.4,4.7,3.6,1.7,0.1,1.8,2.8,11.9,2000,2,3
206,179,Jeff Hornacek,SG,36,UTA,77,77,2133,6,12.3,0.492,1.1,2.3,0.478,4.9,10,0.495,2.9,3,0.95,0.8,2.2,3.1,3.4,1.1,0.3,1.9,2.5,16.1,2000,2,3
207,180,Robert Horry,PF,29,LAL,76,0,1685,3.4,7.8,0.438,0.6,2,0.309,2.8,5.7,0.483,1.9,2.4,0.788,2.8,4.9,7.7,2.5,1.8,1.7,1.6,4,9.3,2000,4,2
208,181,Allan Houston,SG,28,NYK,82,82,3169,7,14.4,0.483,1.2,2.8,0.436,5.8,11.7,0.494,3.2,3.8,0.838,0.4,2.6,3.1,2.5,0.7,0.2,2.1,2.5,18.3,2000,2,3
209,182,Juwan Howard,PF,26,WAS,82,82,2909,6.3,13.7,0.459,0,0.1,0,6.3,13.6,0.462,2.5,3.4,0.735,1.6,4.2,5.8,3.1,0.8,0.3,2.8,3.7,15.1,2000,4,1
210,183,Troy Hudson,PG,23,LAC,62,38,1592,4.6,12.2,0.377,1.4,4.4,0.311,3.3,7.9,0.414,1.7,2.1,0.811,0.6,2.7,3.3,5.5,1,0,2.4,1.5,12.3,2000,1,4
211,184,Larry Hughes,SG,21,TOT,82,37,2324,7.1,17.8,0.4,0.4,1.9,0.232,6.7,15.8,0.421,4.3,5.8,0.74,1.8,3.7,5.4,3.2,1.8,0.4,3,3,19,2000,2,4
212,184,Larry Hughes,SG,21,PHI,50,5,1018,6.8,16.3,0.416,0.4,1.8,0.216,6.4,14.5,0.441,3.7,5,0.746,1.8,3.8,5.6,2.7,1.9,0.4,3.4,3.3,17.7,2000,2,4
213,184,Larry Hughes,SG,21,GSW,32,32,1306,7.4,18.9,0.389,0.5,2,0.243,6.9,16.9,0.407,4.8,6.5,0.736,1.7,3.6,5.2,3.6,1.7,0.4,2.8,2.7,20,2000,2,4
215,186,Lindsey Hunter,PG,29,DET,82,82,2919,4.7,11,0.425,2.1,4.8,0.432,2.6,6.2,0.419,1.4,1.9,0.76,0.4,2.7,3.1,4,1.6,0.3,1.8,2.7,12.9,2000,1,3
216,187,Allen Iverson,SG,24,PHI,70,70,2853,9.2,21.9,0.421,1.1,3.3,0.341,8.1,18.6,0.435,5.6,7.8,0.713,0.9,2.5,3.4,4.1,1.8,0.1,2.9,2,25.1,2000,2,4
217,188,Bobby Jackson,PG,26,MIN,73,10,1034,4.9,12,0.405,0.5,1.6,0.283,4.4,10.4,0.423,2.6,3.4,0.776,1.7,3.6,5.3,6,1.7,0.2,2,4,12.8,2000,1,4
218,189,Jaren Jackson,SG,32,SAS,81,12,1691,4,10.4,0.381,2.3,6.5,0.353,1.7,3.9,0.429,0.7,1.1,0.647,0.7,3.1,3.9,2.5,1.1,0.1,1.4,3.3,10.9,2000,2,3
220,191,Jim Jackson,SF,29,ATL,79,76,2767,6.6,16.1,0.411,1.5,3.9,0.386,5.1,12.1,0.418,2.4,2.8,0.877,1.3,3.8,5.1,3,0.7,0.1,2.4,2.2,17.1,2000,3,3
221,192,Mark Jackson,PG,34,IND,81,81,2190,4,9.4,0.432,1.5,3.6,0.403,2.6,5.7,0.45,1.3,1.6,0.806,1,3.8,4.9,10.7,1.2,0.2,2.9,1.8,10.8,2000,1,4
223,194,Sam Jacobson,PG,24,TOT,52,5,681,5.7,11.2,0.509,0.5,1.3,0.375,5.2,9.9,0.527,1.6,2.2,0.732,1.3,2.4,3.8,1.7,1.6,0.2,1.7,6,13.5,2000,1,3
225,194,Sam Jacobson,PG,24,GSW,49,5,663,5.6,11,0.507,0.5,1.3,0.375,5.1,9.7,0.525,1.6,2.1,0.769,1.4,2.4,3.8,1.6,1.6,0.2,1.7,6.1,13.3,2000,1,3
227,196,Antawn Jamison,SF,23,GSW,43,41,1556,8.2,17.5,0.471,0,0.2,0.286,8.2,17.3,0.473,2.9,4.8,0.611,4,4.3,8.3,2.1,0.7,0.3,2.6,2.7,19.5,2000,3,1
229,198,Anthony Johnson,PG,25,TOT,56,6,637,3.5,9.3,0.378,0.1,0.6,0.182,3.4,8.6,0.392,1.6,2.2,0.718,1.2,1.7,2.9,4.1,1.9,0.2,1.8,3.3,8.7,2000,1,4
232,199,Avery Johnson,PG,34,SAS,82,82,2571,5.6,11.9,0.473,0,0.1,0.111,5.6,11.8,0.477,1.6,2.2,0.735,0.5,1.8,2.2,6.9,1.1,0.3,2,2.1,12.9,2000,1,4
234,201,Ervin Johnson,C,32,MIL,80,74,2129,2.4,4.7,0.516,0,0,0,2.4,4.7,0.518,1.6,2.7,0.605,3.9,7,11,0.7,1.4,2.1,1.4,5,6.5,2000,5,2
236,203,Larry Johnson,PF,30,NYK,70,68,2281,4.5,10.3,0.433,0.9,2.7,0.333,3.5,7.5,0.469,2,2.6,0.766,1.4,4.6,6,2.8,0.7,0.1,1.5,3.2,11.8,2000,4,3
237,204,Charles Jones,PG,24,LAC,56,0,662,3.6,10.9,0.328,2.1,6.4,0.331,1.5,4.5,0.325,0.9,1.3,0.739,0.9,2.4,3.4,5.1,1.6,0.3,1.5,2.5,10.2,2000,1,3
238,205,Damon Jones,PG,23,TOT,55,1,612,4.7,12.2,0.385,2.4,6.7,0.36,2.3,5.5,0.415,1.9,2.8,0.667,0.7,2.5,3.2,5.6,1.1,0.1,2.4,2,13.7,2000,1,4
241,206,Eddie Jones,SG,28,CHH,72,72,2807,6.1,14.4,0.427,1.6,4.4,0.375,4.5,10,0.45,4.6,5.4,0.864,1,3.4,4.4,3.9,2.5,0.6,2.1,2.3,18.5,2000,2,4
245,210,Adam Keefe,C,29,UTA,62,3,604,3.2,7.7,0.408,0,0.1,0,3.2,7.7,0.411,1.7,2.1,0.806,2.7,5.4,8.1,2,1,0.8,2.7,5.4,8,2000,5,2
246,211,Shawn Kemp,C,30,CLE,82,82,2492,7,16.8,0.417,0,0.1,0.333,7,16.7,0.418,7.1,9.2,0.776,3.3,7.1,10.5,2,1.4,1.4,4.2,5.4,21.1,2000,5,1
248,213,Jerome Kersey,SF,37,SAS,72,18,1310,4,9.7,0.412,0,0.2,0,4,9.5,0.423,0.8,1.1,0.707,1.6,4.6,6.2,1.9,1.8,1.3,1.4,4.4,8.8,2000,3,2
252,215,Jason Kidd,PG,26,PHO,67,67,2616,4.8,11.8,0.409,0.8,2.3,0.337,4,9.5,0.427,2.8,3.4,0.829,1.3,5.3,6.6,9.3,1.8,0.4,3.1,2,13.2,2000,1,4
253,216,Gerard King,SF,27,WAS,62,28,1060,4.7,9.4,0.502,0,0,NA,4.7,9.4,0.502,1.7,2.2,0.742,2.9,5.6,8.5,1.7,1.2,0.5,1.4,4.5,11.1,2000,3,2
254,217,Kerry Kittles,SG,25,NJN,62,61,1896,5.8,13.3,0.437,1.8,4.6,0.4,4,8.7,0.456,1.9,2.4,0.795,0.9,3.4,4.3,2.7,1.5,0.4,1.1,2.3,15.3,2000,2,3
256,219,Brevin Knight,PG,24,CLE,65,46,1754,4.7,11.5,0.412,0,0.2,0.2,4.7,11.2,0.416,2.9,3.8,0.761,0.8,3.2,4,9.4,2.2,0.4,3.2,3.8,12.4,2000,1,4
258,221,Toni Kukoc,SF,31,TOT,56,31,1784,6,14.7,0.408,0.9,3.4,0.262,5.1,11.3,0.452,3.9,5.3,0.725,1.5,4,5.5,5.3,1.6,0.6,2.9,2.3,16.7,2000,3,4
259,221,Toni Kukoc,SF,31,CHI,24,23,868,6.1,16.1,0.381,0.7,3.2,0.231,5.4,12.9,0.419,4.9,6.4,0.761,1.5,3.9,5.4,5.1,1.8,0.8,3.1,2.1,17.9,2000,3,4
260,221,Toni Kukoc,SF,31,PHI,32,8,916,5.9,13.4,0.438,1,3.5,0.289,4.8,9.8,0.492,2.9,4.3,0.673,1.5,4.1,5.6,5.5,1.3,0.4,2.8,2.4,15.6,2000,3,4
261,222,Christian Laettner,C,30,DET,82,82,2443,5.6,11.8,0.473,0.1,0.4,0.292,5.5,11.4,0.479,3.5,4.3,0.812,2.6,5.6,8.1,2.7,1.2,0.7,2.7,4.8,14.8,2000,5,1
262,223,Raef LaFrentz,C,23,DEN,81,80,2435,5.8,13,0.446,0.9,2.7,0.328,4.9,10.3,0.477,2.4,3.5,0.686,2.5,7,9.5,1.4,0.6,2.7,1.4,4.3,14.9,2000,5,2
270,229,Voshon Lenard,SG,26,MIA,53,13,1434,5.7,14.1,0.407,2.2,5.7,0.39,3.5,8.3,0.419,2.1,2.7,0.792,0.9,2.9,3.8,3.4,1,0.4,2,3.2,15.8,2000,2,3
271,230,Quincy Lewis,SG,22,UTA,74,0,896,4.5,12,0.372,0.9,2.5,0.365,3.5,9.4,0.374,1.5,2.1,0.731,1.8,2.7,4.5,1.6,1,0.6,1.8,6.3,11.4,2000,2,3
272,231,Rashard Lewis,SF,20,SEA,82,8,1575,6.3,12.9,0.486,0.9,2.7,0.333,5.4,10.2,0.527,1.9,2.8,0.683,2.9,4.8,7.7,1.6,1.4,0.8,1.8,3.7,15.4,2000,3,2
273,232,Randy Livingston,PG,24,PHO,79,15,1081,5.2,12.4,0.416,0.6,1.8,0.345,4.5,10.6,0.428,1.7,2.1,0.839,0.8,3.5,4.3,5.7,1.6,0.4,3.1,4.3,12.7,2000,1,4
274,233,Grant Long,PF,33,VAN,42,1,920,2.9,6.5,0.443,0,0.2,0,2.9,6.4,0.454,2.2,2.8,0.775,3.4,5.8,9.2,1.7,1.8,0.4,1.9,4.2,7.9,2000,4,2
275,234,Luc Longley,C,31,PHO,72,68,1417,4.7,10.1,0.466,0,0,NA,4.7,10.1,0.466,2,2.5,0.825,2.5,5.7,8.2,2,0.6,1.1,3.5,5.6,11.5,2000,5,2
276,235,Felipe Lopez,SG,25,VAN,65,0,781,5.1,12,0.425,0.1,0.8,0.167,5,11.2,0.444,3.1,5,0.615,2.7,3,5.7,2,1.5,0.8,2.4,4.3,13.5,2000,2,1
278,237,George Lynch,SF,29,PHI,75,75,2416,4.4,9.6,0.461,0.2,0.5,0.417,4.2,9.1,0.464,1.7,2.7,0.617,3.2,5.5,8.7,2,1.8,0.6,1.8,3.4,10.8,2000,3,2
279,238,Todd MacCulloch,C,24,PHI,56,6,528,6.1,11,0.553,0,0,NA,6.1,11,0.553,1.9,3.7,0.519,3.3,6.7,10,0.9,0.7,2.5,1.8,6.4,14,2000,5,2
282,241,Corey Maggette,SF,20,ORL,77,5,1370,5.9,12.3,0.478,0.1,0.3,0.182,5.8,12,0.485,5.2,6.9,0.751,3.2,4.7,8,1.6,0.6,0.7,3.6,4.4,17,2000,3,1
283,242,Dan Majerle,SG,34,MIA,69,69,2308,2.7,6.6,0.403,1.7,4.7,0.362,0.9,1.8,0.508,0.9,1.1,0.812,0.4,4.8,5.2,3.2,1.4,0.3,1,2.4,7.9,2000,2,3
284,243,Karl Malone,PF,36,UTA,82,82,2947,9.2,18,0.509,0,0.1,0.25,9.2,17.9,0.511,7.2,9,0.797,2.1,7.5,9.5,3.7,1,0.9,2.8,2.8,25.6,2000,4,1
285,244,Matt Maloney,PG,28,CHI,51,12,1175,3.5,9.7,0.358,1.9,5.3,0.356,1.6,4.4,0.361,1.1,1.4,0.822,0.3,1.7,2,4.2,1,0.1,1.9,1.3,10,2000,1,3
286,245,Danny Manning,PF,33,MIL,72,0,1217,4.4,10,0.44,0,0.1,0.25,4.4,9.9,0.442,1,1.5,0.654,1.5,4.7,6.2,2.2,1.8,0.9,1.6,5.4,9.9,2000,4,2
287,246,Stephon Marbury,PG,22,NJN,74,74,2881,7.1,16.5,0.432,0.8,2.9,0.283,6.3,13.5,0.464,5.4,6.7,0.813,0.8,2.2,3,7.8,1.4,0.2,3.4,2.4,20.5,2000,1,4
288,247,Shawn Marion,SF,21,PHO,51,38,1260,6.3,13.5,0.471,0.1,0.6,0.182,6.2,12.8,0.486,2.1,2.4,0.847,3,6.5,9.5,2,1.1,1.5,1.5,3.2,14.9,2000,3,2
291,250,Donyell Marshall,PF,26,GSW,64,51,2071,5.8,14.6,0.394,0.9,2.4,0.355,4.9,12.2,0.402,3.5,4.4,0.78,3.3,7.8,11.1,2.9,1.2,1.2,2.1,3.1,15.8,2000,4,1
292,251,Darrick Martin,PG,28,SAC,71,1,893,5.4,14.1,0.38,1.5,5,0.306,3.8,9.1,0.42,4,4.8,0.824,0.3,1.5,1.8,4.9,1.1,0.1,2.5,3.6,16.2,2000,1,4
293,252,Jamal Mashburn,SF,27,MIA,76,76,2828,6.6,14.7,0.445,1.4,3.5,0.403,5.1,11.2,0.458,2.4,3,0.778,0.8,4,4.9,3.8,1,0.2,2.3,2.7,16.9,2000,3,4
294,253,Anthony Mason,SF,33,CHH,82,81,3133,3.6,7.6,0.48,0,0,0,3.6,7.6,0.48,3.6,4.8,0.746,1.7,6.4,8,4.2,0.9,0.3,1.8,2.5,10.9,2000,3,1
296,255,Vernon Maxwell,SG,34,SEA,47,0,989,6.2,17.8,0.345,2.4,8.1,0.3,3.7,9.7,0.382,3.9,5.4,0.73,0.5,2.3,2.9,2.7,1.4,0.3,1.9,3,18.7,2000,2,3
297,256,Walter McCarty,PF,25,BOS,61,5,879,3.2,9.4,0.339,1.4,4.5,0.309,1.8,4.9,0.367,1.6,2.2,0.722,1.4,3.2,4.5,2.9,1,0.9,2.7,3.4,9.4,2000,4,3
298,257,George McCloud,SF,32,DEN,78,11,2118,4.5,10.8,0.417,1.8,4.8,0.378,2.7,6,0.448,2.5,3.1,0.818,1.2,3.6,4.8,4.2,0.8,0.4,2.3,3.1,13.4,2000,3,3
299,258,Jelani McCoy,C,22,SEA,58,2,746,4.9,8.5,0.576,0,0,NA,4.9,8.5,0.576,2.2,4.4,0.495,2.6,6,8.6,1.2,0.7,2.2,2.2,6.1,12,2000,5,2
300,259,Antonio McDyess,PF,25,DEN,81,81,2698,8.2,16.2,0.507,0,0,0,8.2,16.1,0.508,4.3,6.9,0.626,3.1,6,9.1,2.1,0.9,1.9,3.1,4.2,20.7,2000,4,1
301,260,Tracy McGrady,SF,20,TOR,79,34,2462,6.7,14.9,0.451,0.3,1,0.277,6.4,13.9,0.463,4.1,5.7,0.707,2.7,4.6,7.3,3.8,1.3,2.2,2.3,2.9,17.7,2000,3,1
302,261,Jim McIlvaine,C,27,NJN,66,53,1048,2.2,5.3,0.416,0,0,NA,2.2,5.3,0.416,1,1.9,0.518,3.6,4.3,7.9,1.2,0.9,4,1.3,7,5.4,2000,5,2
303,262,Jeff McInnis,PG,25,LAC,25,10,597,4.8,11.2,0.43,0.4,1.3,0.333,4.4,9.9,0.442,0.8,1,0.765,1.1,3.3,4.3,5.4,0.9,0.1,1.6,3.3,10.9,2000,1,3
304,263,Derrick McKey,SF,33,IND,32,0,634,2.4,6.1,0.398,0.6,1.3,0.435,1.9,4.8,0.388,2.4,3.2,0.768,1.6,6,7.7,2,1.6,0.7,1.1,4.6,7.9,2000,3,3
305,264,Aaron McKie,SG,27,PHI,82,14,1952,4.5,10.9,0.411,0.8,2.2,0.364,3.7,8.7,0.424,2.2,2.7,0.829,0.9,3.7,4.5,4.4,2,0.3,2.1,3.6,12,2000,2,4
306,265,Roshown McLeod,SF,24,ATL,44,20,860,5.5,13.9,0.395,0.1,0.5,0.154,5.4,13.4,0.404,2.3,2.9,0.771,1.7,4.1,5.8,2.2,0.7,0.2,2.5,3.5,13.3,2000,3,1
307,266,Ron Mercer,SG,23,TOT,68,68,2377,7,16.4,0.426,0.2,0.7,0.313,6.7,15.6,0.431,3.2,4.1,0.789,1,2.8,3.8,2.4,1.1,0.3,2.3,2.3,17.4,2000,2,4
308,266,Ron Mercer,SG,23,DEN,37,37,1408,7,15.6,0.444,0.4,1,0.385,6.6,14.7,0.449,3,3.9,0.788,0.7,3.1,3.9,2.7,0.8,0.4,2.2,1.9,17.3,2000,2,4
309,266,Ron Mercer,SG,23,ORL,31,31,969,7,17.4,0.402,0,0.3,0,7,17.1,0.41,3.5,4.4,0.79,1.3,2.3,3.6,2,1.6,0.3,2.4,2.8,17.5,2000,2,4
310,267,Andre Miller,PG,23,CLE,82,36,2093,5.8,13,0.449,0.2,0.8,0.204,5.7,12.1,0.466,3.9,5,0.774,1.5,3.4,4.8,8.2,1.4,0.3,2.9,3.3,15.7,2000,1,4
312,269,Brad Miller,C,23,CHH,55,4,961,5.1,11,0.461,0,0.1,0,5.1,10.9,0.464,5.7,7.3,0.785,4.2,6.7,11,1.7,0.9,1.3,1.8,4.2,15.8,2000,5,1
313,270,Oliver Miller,C,29,PHO,51,9,1088,4.5,7.7,0.588,0,0,NA,4.5,7.7,0.588,1.6,2.4,0.671,2.9,5.8,8.6,2.3,1.4,2.6,2.4,4.4,10.7,2000,5,2
314,271,Reggie Miller,SG,34,IND,81,81,2987,5.6,12.5,0.448,2,4.9,0.408,3.6,7.7,0.473,4.5,4.9,0.919,0.6,2.3,2.9,2.3,1,0.3,1.6,1.5,17.7,2000,2,3
315,272,Chris Mills,SF,30,GSW,20,11,649,6.8,16.2,0.421,0.4,1.7,0.267,6.4,14.5,0.439,3.8,4.7,0.81,2.6,4.3,6.8,2.6,1,0.2,1.4,3.3,17.9,2000,3,1
316,273,Terry Mills,PF,32,DET,82,78,1842,4.2,9.5,0.439,1.9,4.7,0.393,2.3,4.8,0.484,0.5,0.7,0.735,1,6.6,7.6,1.7,0.7,0.5,0.9,4.7,10.7,2000,4,3
318,275,Sam Mitchell,SF,36,MIN,66,24,1227,4.9,11,0.447,0.3,0.7,0.435,4.6,10.4,0.448,2.4,2.7,0.88,0.8,3.2,4,3.3,0.8,0.4,1.3,3.4,12.5,2000,3,3
319,276,Cuttino Mobley,SG,24,HOU,81,8,2496,6.3,14.7,0.43,1.5,4.2,0.356,4.8,10.4,0.46,4.3,5.1,0.847,0.9,3.3,4.2,3,1.3,0.5,2.7,2.5,18.4,2000,2,4
323,280,Alonzo Mourning,C,29,MIA,79,78,2748,8.5,15.5,0.551,0,0.1,0,8.5,15.5,0.553,5.4,7.6,0.711,2.8,7,9.9,1.6,0.5,3.9,2.8,4,22.5,2000,5,1
324,281,Chris Mullin,SG,36,IND,47,2,582,4.9,11.6,0.428,2.8,6.8,0.409,2.2,4.8,0.455,2.3,2.5,0.902,0.9,3.8,4.7,2.3,1.7,0.6,1.7,3.7,15,2000,2,3
325,282,Eric Murdock,PG,31,LAC,40,15,693,4.1,10.6,0.385,0.8,2.2,0.381,3.3,8.5,0.387,2.6,4.2,0.638,0.8,3.2,4,5.6,2.4,0.3,3,3.5,11.7,2000,1,4
327,284,Lamond Murray,SF,26,CLE,74,72,2365,7,15.5,0.451,0.8,2.1,0.367,6.2,13.4,0.465,3.1,4.1,0.761,1.9,4.5,6.4,2,1.6,0.5,2.8,3.2,17.9,2000,3,1
328,285,Tracy Murray,SF,28,WAS,80,8,1831,5.7,13.2,0.433,2.2,5.2,0.43,3.5,8,0.435,2.4,2.8,0.851,1.2,4.1,5.3,1.4,0.9,0.5,1.7,3.6,16,2000,3,3
329,286,Dikembe Mutombo,C,33,ATL,82,82,2984,3.9,6.9,0.562,0,0,NA,3.9,6.9,0.562,3.6,5.1,0.708,3.7,10.3,14,1.3,0.3,3.2,2.1,3,11.4,2000,5,2
330,287,Steve Nash,PG,25,DAL,56,27,1532,4.1,8.5,0.477,1.4,3.5,0.403,2.7,5,0.528,1.8,2,0.882,0.8,2,2.8,6.4,0.9,0.1,2.4,2.9,11.3,2000,1,4
331,288,Tyrone Nesby,SG,24,LAC,73,39,2317,5.7,14.2,0.398,1.5,4.4,0.335,4.2,9.9,0.426,2.3,3,0.791,1.3,3,4.3,1.9,1.2,0.5,1.6,3.2,15.1,2000,2,3
332,289,Rasho Nesterovic,C,23,MIN,82,55,1723,4.3,9,0.476,0,0,0,4.3,9,0.478,1.2,2.2,0.573,2.8,5.1,7.9,1.9,0.4,1.8,1.5,5.5,9.8,2000,5,2
333,290,Johnny Newman,SF,36,NJN,82,9,1763,5.7,12.7,0.446,1.5,3.9,0.379,4.2,8.8,0.476,3.9,4.7,0.838,0.8,2.3,3.1,1.3,1.1,0.2,1.8,4.2,16.7,2000,3,3
334,291,Moochie Norris,PG,26,HOU,30,0,502,4.9,11.4,0.434,0.9,2.1,0.414,4.1,9.3,0.438,4.1,5.2,0.781,1.1,3.7,4.9,6.7,1.6,0.1,2.2,2.3,14.8,2000,1,4
335,292,Dirk Nowitzki,PF,21,DAL,82,81,2938,6.3,13.7,0.461,1.4,3.7,0.379,4.9,9.9,0.491,3.5,4.3,0.83,1.2,5.3,6.5,2.5,0.8,0.8,1.7,3.1,17.6,2000,4,3
336,293,Jermaine O,C,21,POR,70,8,859,4.5,9.3,0.486,0,0,0,4.5,9.3,0.489,2.4,4.1,0.582,4.1,5.5,9.6,0.8,0.5,2.3,2,5.3,11.4,2000,5,2
337,294,Shaquille O,C,27,LAL,79,79,3163,10.9,19,0.574,0,0,0,10.9,18.9,0.575,4.9,9.4,0.524,3.8,8.4,12.3,3.4,0.4,2.7,2.5,2.9,26.7,2000,5,1
338,295,Charles Oakley,PF,36,TOR,80,80,2431,3.5,8.3,0.418,0.2,0.6,0.341,3.3,7.7,0.424,1,1.3,0.776,1.7,6.3,8,3.7,1.5,0.7,2.3,4.4,8.1,2000,4,3
339,296,Lamar Odom,SF,20,LAC,76,70,2767,5.8,13.3,0.438,0.8,2.1,0.36,5.1,11.2,0.453,3.9,5.5,0.719,2.1,5.7,7.7,4.1,1.2,1.2,3.4,3.8,16.4,2000,3,1
340,297,Hakeem Olajuwon,C,37,HOU,44,28,1049,6.6,14.4,0.458,0,0.1,0,6.6,14.4,0.461,2.4,3.8,0.616,2.2,7.2,9.4,2.1,1.4,2.4,2.5,3,15.6,2000,5,1
342,299,Michael Olowokandi,C,24,LAC,80,77,2493,4.8,10.9,0.437,0,0,NA,4.8,10.9,0.437,1.8,2.7,0.651,2.8,6.7,9.5,0.5,0.5,2,2.6,4.4,11.3,2000,5,2
343,300,Greg Ostertag,C,26,UTA,81,3,1606,2.8,6,0.464,0,0,0,2.8,6,0.466,2.7,4.2,0.636,3.9,6.9,10.8,0.4,0.4,3.9,1.8,4.4,8.2,2000,5,2
344,301,Bo Outlaw,PF,28,ORL,82,55,2326,3.2,5.2,0.602,0,0,0,3.2,5.2,0.607,1.3,2.5,0.506,3.1,5,8.1,3.8,1.7,2.3,2.1,3.1,7.6,2000,4,2
346,303,Billy Owens,PF-SF,30,TOT,62,11,1305,4.1,9.9,0.419,0.3,0.9,0.324,3.8,8.9,0.429,1.7,2.9,0.594,2.7,5.6,8.3,2.7,0.9,0.6,2.3,4.6,10.3,2000,3.75,2
347,303,Billy Owens,PF,30,PHI,46,7,919,4.4,10.1,0.434,0.4,1.1,0.333,4,9,0.446,1.5,2.5,0.594,2.5,5.1,7.5,2.3,1,0.6,2.4,4.7,10.6,2000,4,2
349,304,Robert Pack,PG,30,DAL,29,22,665,5.2,12.5,0.417,0.2,0.6,0.364,5,11.9,0.42,3.4,4.2,0.808,0.4,1.9,2.3,9.1,1.7,0.2,4.1,2.4,14,2000,1,4
353,308,Cherokee Parks,C,27,VAN,56,14,808,3.2,6.5,0.497,0,0,0,3.2,6.4,0.5,1.1,1.6,0.649,2.5,5.7,8.2,1.6,1.3,2,1.2,5.1,7.5,2000,5,2
355,310,Ruben Patterson,SF,24,SEA,81,74,2097,6.1,11.3,0.536,0.2,0.5,0.444,5.9,10.9,0.539,3.8,5.5,0.692,3.7,3.7,7.5,2.2,1.6,0.7,2.5,3.3,16.2,2000,3,1
356,311,Gary Payton,PG,31,SEA,82,82,3425,7.9,17.5,0.448,1.9,5.5,0.34,6,12,0.497,3.3,4.4,0.735,1.1,4.5,5.6,7.7,1.6,0.2,2.4,1.9,20.8,2000,1,4
357,312,Anthony Peeler,SG,30,MIN,82,22,2073,5.5,12.6,0.436,1.5,4.4,0.333,4,8.2,0.491,1.5,1.9,0.798,1,3,4,3.4,1.1,0.2,1.5,3,14,2000,2,3
358,313,Will Perdue,C,34,CHI,67,15,1012,2.1,6,0.351,0,0,NA,2.1,6,0.351,1.8,3.7,0.476,3.1,6.2,9.3,2.3,0.5,1.5,2.8,4.5,6,2000,5,2
359,314,Sam Perkins,PF,38,IND,81,0,1620,4.1,9.8,0.417,2,4.8,0.408,2.1,5,0.426,1.8,2.2,0.825,1.4,5,6.4,1.5,0.7,0.7,1.4,3,11.9,2000,4,3
360,315,Elliot Perry,PG,30,NJN,60,5,803,5.7,13.2,0.435,0.5,1.7,0.282,5.2,11.4,0.459,2.2,2.8,0.806,0.6,2.2,2.7,6.2,1.7,0,2.7,2.1,14.2,2000,1,4
362,317,Wesley Person,SG,28,CLE,79,38,2056,4.9,11.5,0.428,1.9,4.4,0.424,3,7.1,0.431,1.1,1.3,0.792,0.8,3.9,4.7,2.6,0.7,0.3,1.1,2.1,12.7,2000,2,3
363,318,Bobby Phills,SG,30,CHH,28,9,825,6.6,14.6,0.454,1.3,4,0.33,5.3,10.6,0.5,2.1,2.8,0.723,0.7,2.4,3.1,3.4,1.8,0.3,2.1,3.1,16.6,2000,2,4
